Common_Name,Number_Observed,distance_band,Point_Name,duration_hrs,sub_comments,Date_Time,latitude,longitude
White-throated Thrush,1,outside,PaBLSh06,0.167,"KA,V=0,L=0,N=0",7/1/21,8.779637,-82.403206
Orange-billed Nightingale-Thrush,1,outside,PaBLSh06,0.167,"KA,V=0,L=0,N=0",7/1/21,8.779637,-82.403206
Mountain Elaenia,2,within,PaBLSh06,0.167,"KA,V=0,L=0,N=0",7/1/21,8.779637,-82.403206
Silver-throated Tanager,3,outside,PaBLSh06,0.167,"KA,V=0,L=0,N=0",7/1/21,8.779637,-82.403206
Silver-throated Tanager,3,within,PaBLSh06,0.167,"KA,V=0,L=0,N=0",7/1/21,8.779637,-82.403206
Gray-breasted Wood-Wren,2,outside,PaBLSh06,0.167,"KA,V=0,L=0,N=0",7/1/21,8.779637,-82.403206
Rufous-browed Peppershrike,1,outside,PaBLSh06,0.167,"KA,V=0,L=0,N=0",7/1/21,8.779637,-82.403206
Orange-billed Nightingale-Thrush,3,outside,PaBLSh06,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779637,-82.403206
Mountain Elaenia,2,within,PaBLSh06,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779637,-82.403206
House Wren,2,outside,PaBLSh06,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779637,-82.403206
House Wren,2,within,PaBLSh06,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779637,-82.403206
Mistletoe Tyrannulet,2,outside,PaBLSh06,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779637,-82.403206
Mistletoe Tyrannulet,2,within,PaBLSh06,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779637,-82.403206
Three-wattled Bellbird,2,outside,PaBLSh06,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779637,-82.403206
Rufous-browed Peppershrike,1,outside,PaBLSh06,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779637,-82.403206
Isthmian Wren,2,within,PaBLSh06,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779637,-82.403206
Silver-throated Tanager,4,outside,PaBLSh06,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779637,-82.403206
Silver-throated Tanager,4,within,PaBLSh06,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779637,-82.403206
Slate-throated Redstart,1,within,PaBLSh06,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779637,-82.403206
White-naped Brushfinch,2,outside,PaBLSh06,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779637,-82.403206
Rosy Thrush-Tanager,1,outside,PaBLSh06,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779637,-82.403206
hummingbird sp.,1,outside,PaBLSh06,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779637,-82.403206
Little Tinamou,1,outside,PaBLSh06,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779637,-82.403206
Red-crowned Woodpecker,1,within,PaBLSh06,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779637,-82.403206
Flame-colored Tanager,1,within,PaBLSh06,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779637,-82.403206
Buteo sp.,1,within,PaBLSh08,0.167,"KA,V=0,L=0,N=0",7/1/21,8.779463,-82.40125
White-throated Thrush,1,outside,PaBLSh08,0.167,"KA,V=0,L=0,N=0",7/1/21,8.779463,-82.40125
Mistletoe Tyrannulet,1,outside,PaBLSh08,0.167,"KA,V=0,L=0,N=0",7/1/21,8.779463,-82.40125
Sulphur-winged Parakeet,9,outside,PaBLSh08,0.167,"KA,V=0,L=0,N=0",7/1/21,8.779463,-82.40125
Tropical Parula,1,within,PaBLSh08,0.167,"KA,V=0,L=0,N=0",7/1/21,8.779463,-82.40125
Silver-throated Tanager,2,outside,PaBLSh08,0.167,"KA,V=0,L=0,N=0",7/1/21,8.779463,-82.40125
Mountain Elaenia,1,outside,PaBLSh08,0.167,"KA,V=0,L=0,N=0",7/1/21,8.779463,-82.40125
Scaly-breasted Wren,2,outside,PaBLSh08,0.167,"KA,V=0,L=0,N=0",7/1/21,8.779463,-82.40125
Band-tailed Pigeon,4,outside,PaBLSh08,0.167,"KA,V=0,L=0,N=0",7/1/21,8.779463,-82.40125
Orange-billed Nightingale-Thrush,3,within,PaBLSh08,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779463,-82.40125
Orange-billed Nightingale-Thrush,3,outside,PaBLSh08,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779463,-82.40125
Yellow-bellied Siskin,1,within,PaBLSh08,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779463,-82.40125
White-throated Thrush,2,outside,PaBLSh08,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779463,-82.40125
hummingbird sp.,1,within,PaBLSh08,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779463,-82.40125
Mistletoe Tyrannulet,1,within,PaBLSh08,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779463,-82.40125
passerine sp.,2,within,PaBLSh08,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779463,-82.40125
House Wren,2,outside,PaBLSh08,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779463,-82.40125
House Wren,2,within,PaBLSh08,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779463,-82.40125
Blue-gray Tanager,3,outside,PaBLSh08,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779463,-82.40125
Mountain Elaenia,2,outside,PaBLSh08,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779463,-82.40125
Chestnut-capped Brushfinch,2,within,PaBLSh08,0.167,"PC,V=0,L=0,N=0",7/1/21,8.779463,-82.40125
flycatcher sp. (Tyrannidae sp.),2,outside,PaBLSh04,0.167,"KA,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
Three-wattled Bellbird,2,outside,PaBLSh04,0.167,"KA,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
Scaly-breasted Wren,1,outside,PaBLSh04,0.167,"KA,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
Lesser Violetear,1,within,PaBLSh04,0.167,"KA,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
Spot-crowned Woodcreeper,2,outside,PaBLSh04,0.167,"KA,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
Spot-crowned Woodcreeper,2,within,PaBLSh04,0.167,"KA,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
Dark Pewee,1,within,PaBLSh04,0.167,"KA,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
Mountain Thrush,1,outside,PaBLSh04,0.167,"KA,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
Mistletoe Tyrannulet,2,outside,PaBLSh04,0.167,"KA,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
Mistletoe Tyrannulet,2,within,PaBLSh04,0.167,"KA,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
Golden-browed Chlorophonia,2,outside,PaBLSh04,0.167,"KA,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
Golden-browed Chlorophonia,2,within,PaBLSh04,0.167,"KA,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
House Wren,1,within,PaBLSh04,0.167,"KA,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
Gray-breasted Wood-Wren,4,outside,PaBLSh04,0.167,"KA,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
White-winged Tanager,2,within,PaBLSh04,0.167,"KA,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
elaenia sp. (genus Elaenia),1,outside,PaBLSh04,0.167,"KA,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
Mountain Elaenia,2,outside,PaBLSh04,0.167,"KA,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
White-naped Brushfinch,2,within,PaBLSh04,0.167,"KA,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
Rosy Thrush-Tanager,1,within,PaBLSh04,0.167,"PC,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
Mountain Elaenia,3,within,PaBLSh04,0.167,"PC,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
Silver-throated Tanager,4,within,PaBLSh04,0.167,"PC,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
White-naped Brushfinch,2,within,PaBLSh04,0.167,"PC,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
Little Tinamou,1,outside,PaBLSh04,0.167,"PC,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
Golden-browed Chlorophonia,3,outside,PaBLSh04,0.167,"PC,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
Band-tailed Pigeon,2,outside,PaBLSh04,0.167,"PC,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
Dark Pewee,3,within,PaBLSh04,0.167,"PC,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
White-winged Tanager,2,within,PaBLSh04,0.167,"PC,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
Rufous-collared Sparrow,2,within,PaBLSh04,0.167,"PC,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
Mistletoe Tyrannulet,2,outside,PaBLSh04,0.167,"PC,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
Mountain Thrush,1,outside,PaBLSh04,0.167,"PC,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
House Wren,2,within,PaBLSh04,0.167,"PC,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
Gray-breasted Wood-Wren,4,outside,PaBLSh04,0.167,"PC,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
Three-wattled Bellbird,2,outside,PaBLSh04,0.167,"PC,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
White-throated Thrush,2,outside,PaBLSh04,0.167,"PC,V=0,L=0,N=0",7/1/21,8.781143,-82.400564
Brown-capped Vireo,1,within,PaBLF03,0.167,"KA,V=0,L=0,N=0",7/1/21,8.783695,-82.401987
Mistletoe Tyrannulet,1,outside,PaBLF03,0.167,"KA,V=0,L=0,N=0",7/1/21,8.783695,-82.401987
Three-wattled Bellbird,3,outside,PaBLF03,0.167,"KA,V=0,L=0,N=0",7/1/21,8.783695,-82.401987
Golden-crowned Warbler,2,within,PaBLF03,0.167,"KA,V=0,L=0,N=0",7/1/21,8.783695,-82.401987
Gray-breasted Wood-Wren,3,outside,PaBLF03,0.167,"KA,V=0,L=0,N=0",7/1/21,8.783695,-82.401987
Eye-ringed Flatbill,1,within,PaBLF03,0.167,"KA,V=0,L=0,N=0",7/1/21,8.783695,-82.401987
Catharus sp.,1,within,PaBLF03,0.167,"KA,V=0,L=0,N=0",7/1/21,8.783695,-82.401987
hummingbird sp.,1,outside,PaBLF03,0.167,"KA,V=0,L=0,N=0",7/1/21,8.783695,-82.401987
Patagioenas sp.,1,within,PaBLF03,0.167,"KA,V=0,L=0,N=0",7/1/21,8.783695,-82.401987
Flame-colored Tanager,1,outside,PaBLF03,0.167,"PC,V=1,L=0,N=0",7/1/21,8.783695,-82.401987
hummingbird sp.,1,outside,PaBLF03,0.167,"PC,V=1,L=0,N=0",7/1/21,8.783695,-82.401987
Gray-breasted Wood-Wren,4,outside,PaBLF03,0.167,"PC,V=1,L=0,N=0",7/1/21,8.783695,-82.401987
Spot-crowned Woodcreeper,1,within,PaBLF03,0.167,"PC,V=1,L=0,N=0",7/1/21,8.783695,-82.401987
Acorn Woodpecker,1,outside,PaBLF03,0.167,"PC,V=1,L=0,N=0",7/1/21,8.783695,-82.401987
Rufous-and-white Wren,1,outside,PaBLF03,0.167,"PC,V=1,L=0,N=0",7/1/21,8.783695,-82.401987
Mistletoe Tyrannulet,1,outside,PaBLF03,0.167,"PC,V=1,L=0,N=0",7/1/21,8.783695,-82.401987
woodpecker sp.,1,outside,PaBLF03,0.167,"PC,V=1,L=0,N=0",7/1/21,8.783695,-82.401987
Long-tailed Silky-flycatcher,1,outside,PaBLF03,0.167,"PC,V=1,L=0,N=0",7/1/21,8.783695,-82.401987
Three-wattled Bellbird,2,outside,PaBLF03,0.167,"PC,V=1,L=0,N=0",7/1/21,8.783695,-82.401987
Black-faced Solitaire,2,outside,PaBLF03,0.167,"PC,V=1,L=0,N=0",7/1/21,8.783695,-82.401987
Black-faced Solitaire,2,within,PaBLF03,0.167,"PC,V=1,L=0,N=0",7/1/21,8.783695,-82.401987
Silver-throated Tanager,2,outside,PaBLF03,0.167,"PC,V=1,L=0,N=0",7/1/21,8.783695,-82.401987
Rosy Thrush-Tanager,1,outside,PaBLF03,0.167,"PC,V=1,L=0,N=0",7/1/21,8.783695,-82.401987
Mountain Elaenia,1,outside,PaBLF03,0.167,"PC,V=1,L=0,N=0",7/1/21,8.783695,-82.401987
Brown-capped Vireo,2,outside,PaBLF03,0.167,"PC,V=1,L=0,N=0",7/1/21,8.783695,-82.401987
Spotted Wood-Quail,5,outside,PaBLSh05,0.25,"KA,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Red-crowned Woodpecker,2,outside,PaBLSh05,0.25,"KA,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Red-crowned Woodpecker,2,within,PaBLSh05,0.25,"KA,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Band-tailed Pigeon,2,outside,PaBLSh05,0.25,"KA,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Scarlet-thighed Dacnis,4,within,PaBLSh05,0.25,"KA,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Golden-browed Chlorophonia,3,within,PaBLSh05,0.25,"KA,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Golden-browed Chlorophonia,3,outside,PaBLSh05,0.25,"KA,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Silver-throated Tanager,2,within,PaBLSh05,0.25,"KA,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Orange-billed Nightingale-Thrush,2,outside,PaBLSh05,0.25,"KA,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
House Wren,1,outside,PaBLSh05,0.25,"KA,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
White-throated Thrush,3,within,PaBLSh05,0.25,"KA,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Rosy Thrush-Tanager,3,within,PaBLSh05,0.25,"KA,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Rosy Thrush-Tanager,3,outside,PaBLSh05,0.25,"KA,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
White-naped Brushfinch,2,within,PaBLSh05,0.25,"KA,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Little Tinamou,1,outside,PaBLSh05,0.25,"KA,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Blue-gray Tanager,3,within,PaBLSh05,0.25,"KA,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Flame-colored Tanager,1,within,PaBLSh05,0.25,"KA,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Mistletoe Tyrannulet,2,outside,PaBLSh05,0.25,"KA,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Mistletoe Tyrannulet,2,within,PaBLSh05,0.25,"KA,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Acorn Woodpecker,4,within,PaBLSh05,0.25,"KA,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Gray-breasted Wood-Wren,2,outside,PaBLSh05,0.2,"PC,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Rosy Thrush-Tanager,3,outside,PaBLSh05,0.2,"PC,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Rosy Thrush-Tanager,3,within,PaBLSh05,0.2,"PC,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Hairy Woodpecker,1,within,PaBLSh05,0.2,"PC,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
passerine sp.,4,within,PaBLSh05,0.2,"PC,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Rufous-collared Sparrow,2,outside,PaBLSh05,0.2,"PC,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Flame-colored Tanager,2,outside,PaBLSh05,0.2,"PC,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Flame-colored Tanager,2,within,PaBLSh05,0.2,"PC,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
House Wren,1,outside,PaBLSh05,0.2,"PC,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Chestnut-capped Brushfinch,1,within,PaBLSh05,0.2,"PC,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
White-throated Thrush,5,outside,PaBLSh05,0.2,"PC,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
White-throated Thrush,5,within,PaBLSh05,0.2,"PC,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Laughing Falcon,1,outside,PaBLSh05,0.2,"PC,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Orange-billed Nightingale-Thrush,3,within,PaBLSh05,0.2,"PC,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Orange-billed Nightingale-Thrush,3,outside,PaBLSh05,0.2,"PC,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Blue-gray Tanager,3,within,PaBLSh05,0.2,"PC,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Three-wattled Bellbird,1,outside,PaBLSh05,0.2,"PC,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Yellow-headed Caracara,1,outside,PaBLSh05,0.2,"PC,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Spotted Wood-Quail,5,outside,PaBLSh05,0.2,"PC,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Spot-crowned Woodcreeper,1,within,PaBLSh05,0.2,"PC,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Silver-throated Tanager,5,within,PaBLSh05,0.2,"PC,V=0,L=0,N=0",7/1/21,8.781671,-82.404324
Gray-breasted Wood-Wren,6,outside,PaBLF04,0.167,"KA,V=0,L=0,N=0",6/30/21,8.794833,-82.410912
Golden-browed Chlorophonia,1,outside,PaBLF04,0.167,"KA,V=0,L=0,N=0",6/30/21,8.794833,-82.410912
Slaty-backed Nightingale-Thrush,1,outside,PaBLF04,0.167,"KA,V=0,L=0,N=0",6/30/21,8.794833,-82.410912
Prong-billed Barbet,4,outside,PaBLF04,0.167,"KA,V=0,L=0,N=0",6/30/21,8.794833,-82.410912
Black-faced Solitaire,1,outside,PaBLF04,0.167,"PC,V=1,L=0,N=0",6/30/21,8.794833,-82.410912
Gray-breasted Wood-Wren,4,outside,PaBLF04,0.167,"PC,V=1,L=0,N=0",6/30/21,8.794833,-82.410912
Spot-crowned Woodcreeper,1,outside,PaBLF04,0.167,"PC,V=1,L=0,N=0",6/30/21,8.794833,-82.410912
Silvery-fronted Tapaculo,1,outside,PaBLF04,0.167,"PC,V=1,L=0,N=0",6/30/21,8.794833,-82.410912
Chiriqui Quail-Dove,2,outside,PaBLF04,0.167,"PC,V=1,L=0,N=0",6/30/21,8.794833,-82.410912
Brown-capped Vireo,2,outside,PaBLF04,0.167,"PC,V=1,L=0,N=0",6/30/21,8.794833,-82.410912
Mistletoe Tyrannulet,1,within,PaBLF04,0.167,"PC,V=1,L=0,N=0",6/30/21,8.794833,-82.410912
Ochraceous Wren,2,within,PaBLF04,0.167,"PC,V=1,L=0,N=0",6/30/21,8.794833,-82.410912
Slaty-backed Nightingale-Thrush,1,outside,PaBLF04,0.167,"PC,V=1,L=0,N=0",6/30/21,8.794833,-82.410912
Common Chlorospingus,3,within,PaBLF04,0.167,"PC,V=1,L=0,N=0",6/30/21,8.794833,-82.410912
White-tailed Emerald,1,within,PaBLF09,0.167,"KA,V=1,L=0,N=0",6/30/21,8.792404,-82.414306
Furnariid sp.,1,outside,PaBLF09,0.167,"KA,V=1,L=0,N=0",6/30/21,8.792404,-82.414306
Gray-breasted Wood-Wren,5,outside,PaBLF09,0.167,"KA,V=1,L=0,N=0",6/30/21,8.792404,-82.414306
Black-faced Solitaire,2,outside,PaBLF09,0.167,"KA,V=1,L=0,N=0",6/30/21,8.792404,-82.414306
Mistletoe Tyrannulet,2,outside,PaBLF09,0.167,"KA,V=1,L=0,N=0",6/30/21,8.792404,-82.414306
Mistletoe Tyrannulet,2,within,PaBLF09,0.167,"KA,V=1,L=0,N=0",6/30/21,8.792404,-82.414306
Eye-ringed Flatbill,1,within,PaBLF09,0.167,"KA,V=1,L=0,N=0",6/30/21,8.792404,-82.414306
Spot-crowned Woodcreeper,1,outside,PaBLF09,0.167,"KA,V=1,L=0,N=0",6/30/21,8.792404,-82.414306
Chiriqui Quail-Dove,2,outside,PaBLF09,0.167,"KA,V=1,L=0,N=0",6/30/21,8.792404,-82.414306
Olive-striped Flycatcher,2,outside,PaBLF09,0.167,"KA,V=1,L=0,N=0",6/30/21,8.792404,-82.414306
Violet Sabrewing,3,outside,PaBLF09,0.167,"KA,V=1,L=0,N=0",6/30/21,8.792404,-82.414306
Violet Sabrewing,3,within,PaBLF09,0.167,"KA,V=1,L=0,N=0",6/30/21,8.792404,-82.414306
Golden-browed Chlorophonia,1,within,PaBLF09,0.167,"KA,V=1,L=0,N=0",6/30/21,8.792404,-82.414306
Prong-billed Barbet,5,outside,PaBLF09,0.2,"PC,V=1,L=0,N=0",6/30/21,8.792404,-82.414306
Mistletoe Tyrannulet,2,outside,PaBLF09,0.2,"PC,V=1,L=0,N=0",6/30/21,8.792404,-82.414306
Mistletoe Tyrannulet,2,within,PaBLF09,0.2,"PC,V=1,L=0,N=0",6/30/21,8.792404,-82.414306
Violet Sabrewing,2,outside,PaBLF09,0.2,"PC,V=1,L=0,N=0",6/30/21,8.792404,-82.414306
Violet Sabrewing,2,within,PaBLF09,0.2,"PC,V=1,L=0,N=0",6/30/21,8.792404,-82.414306
Golden-crowned Warbler,2,within,PaBLF09,0.2,"PC,V=1,L=0,N=0",6/30/21,8.792404,-82.414306
Common Chlorospingus,8,within,PaBLF09,0.2,"PC,V=1,L=0,N=0",6/30/21,8.792404,-82.414306
Gray-breasted Wood-Wren,1,outside,PaBLF09,0.2,"PC,V=1,L=0,N=0",6/30/21,8.792404,-82.414306
Spot-crowned Woodcreeper,3,within,PaBLF09,0.2,"PC,V=1,L=0,N=0",6/30/21,8.792404,-82.414306
Ochraceous Wren,2,outside,PaBLF09,0.2,"PC,V=1,L=0,N=0",6/30/21,8.792404,-82.414306
Ochraceous Wren,2,within,PaBLF09,0.2,"PC,V=1,L=0,N=0",6/30/21,8.792404,-82.414306
Olive-striped Flycatcher,1,outside,PaBLF09,0.2,"PC,V=1,L=0,N=0",6/30/21,8.792404,-82.414306
Chiriqui Quail-Dove,1,outside,PaBLF09,0.2,"PC,V=1,L=0,N=0",6/30/21,8.792404,-82.414306
Hairy Woodpecker,1,outside,PaBLF09,0.2,"PC,V=1,L=0,N=0",6/30/21,8.792404,-82.414306
Band-tailed Pigeon,1,outside,PaBLF08,0.167,"KA,V=1,L=0,N=0",6/30/21,8.792535,-82.412108
Mistletoe Tyrannulet,2,outside,PaBLF08,0.167,"KA,V=1,L=0,N=0",6/30/21,8.792535,-82.412108
White-throated Mountain-gem,1,within,PaBLF08,0.167,"KA,V=1,L=0,N=0",6/30/21,8.792535,-82.412108
Black-faced Solitaire,3,outside,PaBLF08,0.167,"KA,V=1,L=0,N=0",6/30/21,8.792535,-82.412108
Silver-throated Tanager,4,within,PaBLF08,0.167,"KA,V=1,L=0,N=0",6/30/21,8.792535,-82.412108
Collared Trogon,1,within,PaBLF08,0.167,"KA,V=1,L=0,N=0",6/30/21,8.792535,-82.412108
Gray-breasted Wood-Wren,5,outside,PaBLF08,0.167,"KA,V=1,L=0,N=0",6/30/21,8.792535,-82.412108
Scaly-breasted Wren,1,outside,PaBLF08,0.167,"KA,V=1,L=0,N=0",6/30/21,8.792535,-82.412108
Ruddy Woodcreeper,1,outside,PaBLF08,0.167,"KA,V=1,L=0,N=0",6/30/21,8.792535,-82.412108
Spot-crowned Woodcreeper,1,outside,PaBLF08,0.167,"KA,V=1,L=0,N=0",6/30/21,8.792535,-82.412108
Common Chlorospingus,2,within,PaBLF08,0.167,"KA,V=1,L=0,N=0",6/30/21,8.792535,-82.412108
Mistletoe Tyrannulet,3,outside,PaBLF08,0.183,"PC,V=0,L=0,N=0",6/30/21,8.792535,-82.412108
Mistletoe Tyrannulet,3,within,PaBLF08,0.183,"PC,V=0,L=0,N=0",6/30/21,8.792535,-82.412108
Scaly-throated Foliage-gleaner,2,within,PaBLF08,0.183,"PC,V=0,L=0,N=0",6/30/21,8.792535,-82.412108
Black-faced Solitaire,1,outside,PaBLF08,0.183,"PC,V=0,L=0,N=0",6/30/21,8.792535,-82.412108
Ochraceous Wren,2,within,PaBLF08,0.183,"PC,V=0,L=0,N=0",6/30/21,8.792535,-82.412108
Slate-throated Redstart,3,within,PaBLF08,0.183,"PC,V=0,L=0,N=0",6/30/21,8.792535,-82.412108
Spot-crowned Woodcreeper,1,outside,PaBLF08,0.183,"PC,V=0,L=0,N=0",6/30/21,8.792535,-82.412108
Ruddy-capped Nightingale-Thrush,1,outside,PaBLF08,0.183,"PC,V=0,L=0,N=0",6/30/21,8.792535,-82.412108
Yellow-winged Vireo,1,outside,PaBLF08,0.183,"PC,V=0,L=0,N=0",6/30/21,8.792535,-82.412108
Prong-billed Barbet,2,outside,PaBLF08,0.183,"PC,V=0,L=0,N=0",6/30/21,8.792535,-82.412108
Silvery-fronted Tapaculo,1,outside,PaBLF08,0.183,"PC,V=0,L=0,N=0",6/30/21,8.792535,-82.412108
Silver-throated Tanager,3,within,PaBLF08,0.183,"PC,V=0,L=0,N=0",6/30/21,8.792535,-82.412108
Flame-colored Tanager,1,outside,PaBLF08,0.183,"PC,V=0,L=0,N=0",6/30/21,8.792535,-82.412108
Gray-breasted Wood-Wren,8,outside,PaBLF08,0.183,"PC,V=0,L=0,N=0",6/30/21,8.792535,-82.412108
Gray-breasted Wood-Wren,8,within,PaBLF08,0.183,"PC,V=0,L=0,N=0",6/30/21,8.792535,-82.412108
Eye-ringed Flatbill,1,outside,PaBLF07,0.2,"KA,V=2,L=0,N=0",6/30/21,8.791021,-82.409564
Spot-crowned Woodcreeper,2,outside,PaBLF07,0.2,"KA,V=2,L=0,N=0",6/30/21,8.791021,-82.409564
Spot-crowned Woodcreeper,2,within,PaBLF07,0.2,"KA,V=2,L=0,N=0",6/30/21,8.791021,-82.409564
Brown-capped Vireo,1,within,PaBLF07,0.2,"KA,V=2,L=0,N=0",6/30/21,8.791021,-82.409564
Prong-billed Barbet,5,outside,PaBLF07,0.2,"KA,V=2,L=0,N=0",6/30/21,8.791021,-82.409564
Golden-crowned Warbler,5,outside,PaBLF07,0.2,"KA,V=2,L=0,N=0",6/30/21,8.791021,-82.409564
Gray-breasted Wood-Wren,4,outside,PaBLF07,0.2,"KA,V=2,L=0,N=0",6/30/21,8.791021,-82.409564
White-throated Thrush,1,within,PaBLF07,0.2,"KA,V=2,L=0,N=0",6/30/21,8.791021,-82.409564
Spotted Barbtail,2,outside,PaBLF07,0.2,"KA,V=2,L=0,N=0",6/30/21,8.791021,-82.409564
Black-faced Solitaire,1,outside,PaBLF07,0.2,"KA,V=2,L=0,N=0",6/30/21,8.791021,-82.409564
Scaly-throated Foliage-gleaner,2,within,PaBLF07,0.25,"PC,V=1,L=0,N=0",6/30/21,8.791021,-82.409564
Mountain Elaenia,1,within,PaBLF07,0.25,"PC,V=1,L=0,N=0",6/30/21,8.791021,-82.409564
Prong-billed Barbet,5,outside,PaBLF07,0.25,"PC,V=1,L=0,N=0",6/30/21,8.791021,-82.409564
Ochraceous Wren,1,within,PaBLF07,0.25,"PC,V=1,L=0,N=0",6/30/21,8.791021,-82.409564
Common Chlorospingus,2,within,PaBLF07,0.25,"PC,V=1,L=0,N=0",6/30/21,8.791021,-82.409564
